/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_36_304.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_36_304.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_36_304.jpg,0,0,0,1.416369E-06
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_36_372.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_36_372.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_36_372.jpg,0,0,0,8.291189E-07
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_36_439.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_36_439.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_36_439.jpg,0,0,0,1.517092E-06
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_36_507.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_36_507.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_36_507.jpg,0,0,0,2.31067E-06
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_36_574.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_36_574.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_36_574.jpg,0,0,0,3.372255E-06
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_36_641.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_36_641.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_36_641.jpg,0,0,0,4.035775E-06
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_36_709.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_36_709.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_36_709.jpg,0,0,0,4.367567E-06
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_36_777.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_36_777.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_36_777.jpg,-0.05,0,0,4.90155E-06
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_36_844.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_36_844.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_36_844.jpg,-0.2,0,0,5.706243E-06
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_36_911.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_36_911.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_36_911.jpg,-0.35,0.05895853,0,0.0240857
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_36_978.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_36_978.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_36_978.jpg,-0.252157,0.3002815,0,0.2282222
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_37_047.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_37_047.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_37_047.jpg,-0.07013798,0.4823005,0,0.4917132
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_37_115.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_37_115.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_37_115.jpg,0,0.7222195,0,1.040653
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_37_182.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_37_182.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_37_182.jpg,0,0.9013438,0,1.656438
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_37_251.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_37_251.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_37_251.jpg,0,1,0,2.37937
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_37_319.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_37_319.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_37_319.jpg,0,1,0,3.325261
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_37_386.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_37_386.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_37_386.jpg,0,1,0,4.030355
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_37_454.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_37_454.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_37_454.jpg,0,1,0,4.963823
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_37_522.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_37_522.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_37_522.jpg,0,1,0,5.658996
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_37_589.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_37_589.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_37_589.jpg,0,1,0,6.350153
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_37_657.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_37_657.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_37_657.jpg,-0.1,1,0,7.263442
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_37_724.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_37_724.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_37_724.jpg,-0.25,1,0,7.93233
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_37_793.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_37_793.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_37_793.jpg,-0.4882171,1,0,8.79215
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_37_860.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_37_860.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_37_860.jpg,-0.3108902,1,0,9.459416
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_37_927.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_37_927.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_37_927.jpg,-0.1267619,1,0,10.13028
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_37_995.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_37_995.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_37_995.jpg,0,1,0,11.00637
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_38_063.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_38_063.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_38_063.jpg,0,1,0,11.49776
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_38_130.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_38_130.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_38_130.jpg,0,1,0,12.3595
/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/center_2017_03_27_20_44_38_198.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/left_2017_03_27_20_44_38_198.jpg,/home/lei/CarND/CarND-BC-P3/drivesimulator_data/IMG/right_2017_03_27_20_44_38_198.jpg,0,1,0,13.10941
